ID_Cliente,Cancelado,Genero,Adulto_Mayor,En_Pareja,Personas_a_Cargo,Meses_Permanencia,Servicio_Telefonico,Multiples_Lineas,Tipo_Internet,Seguridad_Online,Respaldo_Nube,Proteccion_Dispositivo,Soporte_Tecnico,TV_Streaming,Peliculas_Streaming,Tipo_Contrato,Factura_Digital,Metodo_Pago,Cargo_Mensual,Cargo_Total,cuentas_diarias
8938-UMKPI,1,Female,0,0,0,47,1,1,Fiber optic,No,Yes,1,0,1,1,Month-to-month,1,Electronic check,106.4,5127.95,48.19501879699248
8939-ORHIW,0,Male,0,1,1,34,0,0,DSL,No,No,1,1,1,0,Month-to-month,1,Electronic check,44.85,1442.6,32.16499442586399
8942-DBMHZ,0,Male,0,0,0,12,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,20.45,255.35,12.486552567237164
8943-URTMR,1,Female,0,0,0,2,1,0,Fiber optic,No,No,0,0,1,0,Month-to-month,1,Mailed check,79.65,152.7,1.9171374764595102
8944-AILEF,0,Male,0,1,0,15,1,0,No,No,No,0,0,0,0,Month-to-month,1,Credit card (automatic),19.45,340.85,17.524421593830336
8945-GRKHX,1,Female,0,0,1,1,1,0,Fiber optic,No,No,0,0,0,1,Month-to-month,0,Electronic check,78.65,78.65,1.0
8945-MUQUF,1,Male,0,0,0,51,1,1,Fiber optic,Yes,Yes,0,0,1,0,One year,1,Electronic check,94.8,4837.6,51.02953586497891
8946-BFWSG,0,Male,0,1,1,63,1,1,No,No,No,0,0,0,0,Two year,0,Mailed check,25.25,1573.05,62.2990099009901
8947-YRTDV,0,Male,0,1,1,32,1,0,Fiber optic,Yes,Yes,1,0,0,1,One year,0,Mailed check,94.8,3131.55,33.03322784810127
8949-JTMAY,1,Female,0,0,0,29,1,1,Fiber optic,No,No,1,0,1,1,Month-to-month,1,Credit card (automatic),98.6,2933.2,29.748478701825558
8950-MTZNV,0,Male,0,0,0,1,1,0,DSL,No,No,0,0,0,0,Month-to-month,1,Mailed check,44.95,44.95,1.0
8952-WCVCD,0,Female,0,1,0,41,1,0,Fiber optic,Yes,Yes,1,0,1,1,One year,1,Bank transfer (automatic),104.45,4162.05,39.847295356629964
8954-HKVWG,0,Female,0,1,0,2,1,0,DSL,No,No,0,0,0,0,Month-to-month,1,Credit card (automatic),44.6,80.55,1.8060538116591927
8957-THMOA,0,Female,0,0,1,50,1,0,No,No,No,0,0,0,0,Two year,0,Credit card (automatic),20.15,970.85,48.18114143920596
8958-JPTRR,0,Female,0,1,0,56,1,1,No,No,No,0,0,0,0,One year,0,Electronic check,24.3,1261.7,51.92181069958848
8961-QDZZJ,0,Female,0,1,1,57,1,0,Fiber optic,No,Yes,0,0,1,1,One year,1,Electronic check,95.0,5535.8,58.271578947368425
8963-JLGJT,0,Male,0,0,1,3,1,0,DSL,Yes,No,1,0,0,0,Month-to-month,0,Mailed check,55.9,157.55,2.8184257602862255
8963-MQVYN,0,Female,0,0,1,22,1,0,No,No,No,0,0,0,0,Month-to-month,1,Electronic check,20.55,469.85,22.86374695863747
8966-KZXXA,0,Male,0,1,1,36,1,1,No,No,No,0,0,0,0,Two year,0,Credit card (automatic),25.1,930.95,37.08964143426295
8966-OIQHG,0,Female,0,1,1,22,1,0,No,No,No,0,0,0,0,One year,0,Bank transfer (automatic),20.75,452.35,21.8
8966-SNIZF,0,Female,0,1,0,70,1,0,No,No,No,0,0,0,0,Two year,0,Bank transfer (automatic),19.45,1303.5,67.01799485861183
8967-SZQAS,0,Female,0,0,0,14,1,0,DSL,No,Yes,0,0,0,0,Month-to-month,0,Electronic check,50.45,765.45,15.17244796828543
8969-PRHFK,0,Male,0,0,0,18,1,0,No,No,No,0,0,0,0,One year,0,Mailed check,19.65,411.25,20.92875318066158
8970-ANWXO,0,Female,0,0,0,23,1,1,DSL,No,No,0,1,1,1,One year,1,Mailed check,73.75,1756.6,23.818305084745763
8972-HJWNV,1,Female,1,1,0,7,1,1,Fiber optic,No,No,0,0,0,1,Month-to-month,1,Electronic check,84.55,646.85,7.650502661147251
8974-OVACP,0,Female,0,0,0,1,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,20.15,20.15,1.0
8975-SKGRX,0,Male,0,1,0,71,1,1,Fiber optic,Yes,Yes,1,1,1,1,Two year,1,Bank transfer (automatic),116.1,8310.55,71.58096468561584
8976-OQHGT,1,Female,0,1,1,4,1,0,DSL,No,Yes,0,1,0,0,Month-to-month,0,Mailed check,56.5,235.1,4.161061946902655
8977-NIXDF,0,Male,0,1,1,9,1,0,No,No,No,0,0,0,0,Two year,0,Mailed check,19.6,197.4,10.071428571428571
8979-CAMGB,0,Male,1,0,0,64,1,1,Fiber optic,No,No,1,1,1,1,One year,0,Electronic check,102.1,6688.1,65.50538687561215
8980-WQFWL,0,Female,0,0,0,35,1,0,DSL,No,No,1,0,0,1,Month-to-month,1,Electronic check,62.1,2096.1,33.7536231884058
8981-FJGLA,0,Male,0,0,1,11,1,1,Fiber optic,No,No,1,0,0,0,Month-to-month,1,Mailed check,78.0,851.8,10.92051282051282
8982-NHAVY,0,Male,0,0,0,27,1,1,Fiber optic,No,No,1,0,1,1,One year,1,Bank transfer (automatic),100.5,2673.45,26.60149253731343
8984-EYLLL,0,Male,0,1,0,64,1,1,Fiber optic,No,Yes,0,1,1,1,Two year,1,Electronic check,105.25,6823.4,64.83040380047505
8984-HPEMB,0,Female,0,0,0,71,1,1,Fiber optic,Yes,Yes,1,1,1,1,Two year,1,Electronic check,118.65,8477.6,71.4504846186262
8985-OOPOS,0,Female,0,0,0,1,1,0,DSL,No,No,1,1,1,1,One year,0,Credit card (automatic),74.1,74.1,1.0
8988-ECPJR,1,Female,1,1,1,34,1,1,Fiber optic,No,Yes,0,0,0,0,Month-to-month,1,Mailed check,79.6,2718.3,34.14949748743719
8990-YOZLV,0,Female,0,0,0,69,1,1,DSL,Yes,Yes,0,1,0,0,Two year,1,Mailed check,66.9,4577.9,68.42899850523168
8990-ZXLSU,0,Female,0,0,0,9,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,0,Electronic check,69.05,651.5,9.43519188993483
8992-CEUEN,0,Female,0,0,0,1,1,0,No,No,No,0,0,0,0,Month-to-month,0,Electronic check,18.85,18.85,1.0
8992-JQYUN,1,Male,0,1,0,1,0,0,DSL,No,No,1,0,1,1,Month-to-month,1,Electronic check,50.35,50.35,1.0
8992-OBVDG,0,Male,0,0,0,21,1,0,DSL,No,No,1,0,0,1,Month-to-month,0,Mailed check,61.65,1393.6,22.605028386050282
8992-VONJD,0,Female,0,0,1,13,1,0,DSL,Yes,Yes,0,0,0,0,Month-to-month,1,Electronic check,56.0,764.55,13.65267857142857
8993-IZEUX,0,Male,0,0,0,7,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,0,Bank transfer (automatic),69.15,488.65,7.066522053506868
8993-PHFWD,1,Female,0,0,0,3,0,0,DSL,No,No,0,0,0,0,Month-to-month,0,Electronic check,25.25,58.9,2.3326732673267325
8996-ZROXE,0,Male,1,0,0,57,1,0,DSL,No,No,1,1,0,0,One year,1,Electronic check,53.5,3035.8,56.743925233644866
8999-BOHSE,1,Female,1,0,0,11,1,0,Fiber optic,No,No,0,0,1,1,Month-to-month,0,Bank transfer (automatic),89.7,1047.7,11.680044593088072
8999-EXMNO,0,Female,0,1,1,19,1,0,No,No,No,0,0,0,0,Two year,0,Mailed check,20.15,387.7,19.240694789081886
8999-XXGNS,0,Female,1,1,0,72,1,1,Fiber optic,No,Yes,1,0,1,1,One year,1,Credit card (automatic),105.75,7629.85,72.14988179669031
8999-YPYBV,0,Male,0,1,1,45,1,0,DSL,Yes,Yes,1,1,1,1,Two year,1,Mailed check,84.35,3858.05,45.73858921161826
9000-PLFUZ,0,Female,1,1,0,60,0,0,DSL,No,Yes,0,0,1,1,Two year,1,Credit card (automatic),49.45,2907.55,58.79777553083923
9003-CPATH,0,Male,0,0,0,42,1,1,Fiber optic,No,No,1,0,0,0,Month-to-month,0,Electronic check,79.9,3313.4,41.469336670838544
9013-AQORL,0,Female,0,0,1,48,0,0,DSL,No,Yes,1,0,0,1,Month-to-month,0,Credit card (automatic),45.55,2108.35,46.28649835345774
9018-PCIOK,0,Female,0,0,0,55,1,0,DSL,No,Yes,1,0,0,1,Two year,1,Mailed check,64.75,3617.1,55.86254826254826
9019-QVLZD,1,Female,0,0,0,1,1,0,Fiber optic,No,No,0,0,1,0,Month-to-month,0,Electronic check,79.55,79.55,1.0
9025-AOMKI,1,Female,0,0,0,6,1,1,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Bank transfer (automatic),93.55,536.4,5.733832175307322
9025-ZRPVR,1,Male,0,0,0,9,1,0,No,No,No,0,0,0,0,Month-to-month,1,Mailed check,18.95,185.6,9.79419525065963
9026-LHEVG,0,Female,0,0,0,9,0,0,DSL,No,Yes,0,0,0,1,Month-to-month,0,Electronic check,40.75,359.4,8.81963190184049
9026-RNUJS,1,Male,1,0,0,5,1,0,DSL,No,No,1,0,0,0,Month-to-month,0,Electronic check,50.35,237.25,4.71201588877855
9027-TMATR,0,Female,0,1,0,43,1,0,DSL,Yes,No,1,1,1,1,Two year,1,Electronic check,78.8,3460.3,43.912436548223354
9027-YFHQJ,0,Male,0,0,0,7,1,1,No,No,No,0,0,0,0,Month-to-month,1,Bank transfer (automatic),25.05,152.95,6.105788423153692
9028-LIHRP,0,Male,0,1,1,71,1,0,Fiber optic,Yes,Yes,1,1,1,0,Two year,0,Credit card (automatic),100.2,7209.0,71.94610778443113
9029-FEGVJ,0,Female,1,1,0,32,1,1,Fiber optic,No,No,1,0,0,0,Month-to-month,0,Mailed check,79.3,2570.0,32.40857503152585
9030-QGZNL,0,Female,0,0,0,8,1,0,No,No,No,0,0,0,0,Two year,0,Mailed check,20.85,161.65,7.752997601918465
9031-ZVQPT,0,Male,0,1,0,72,1,1,Fiber optic,No,Yes,1,1,1,1,Two year,1,Electronic check,108.2,7840.6,72.46395563770795
9033-EOXWV,1,Female,0,0,0,12,1,1,DSL,No,No,0,1,1,1,One year,0,Mailed check,74.05,872.65,11.784604996623903
9036-CSKBW,0,Female,0,0,0,51,1,1,Fiber optic,Yes,Yes,1,0,1,1,One year,0,Bank transfer (automatic),107.45,5680.9,52.87017217310377
9039-RBEEE,1,Male,0,0,0,39,0,0,DSL,Yes,Yes,0,1,1,0,Month-to-month,1,Credit card (automatic),48.95,1880.85,38.42390194075587
9039-ZVJDC,0,Male,0,0,0,3,1,0,No,No,No,0,0,0,0,Month-to-month,1,Mailed check,19.1,53.05,2.777486910994764
9040-KZVWO,0,Male,0,0,0,26,1,0,Fiber optic,No,Yes,0,0,0,0,One year,0,Bank transfer (automatic),75.5,2018.1,26.72980132450331
9046-DQMTP,0,Male,0,0,0,35,1,0,No,No,No,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.75,739.9,35.6578313253012
9046-JBFWA,0,Male,0,0,1,27,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,19.15,537.35,28.06005221932115
9048-JVYVF,1,Male,0,0,0,3,1,0,DSL,No,No,0,1,1,1,Month-to-month,1,Electronic check,69.35,191.35,2.7591925018024517
9050-IKDZA,0,Female,1,0,0,2,1,0,Fiber optic,No,No,0,0,1,0,Month-to-month,0,Mailed check,81.5,162.55,1.994478527607362
9050-QLROH,1,Male,0,0,0,18,1,1,Fiber optic,No,No,1,0,0,1,Month-to-month,1,Credit card (automatic),90.7,1597.25,17.610253583241455
9052-DHNKM,0,Male,0,0,0,26,1,1,DSL,Yes,Yes,0,0,0,0,One year,0,Electronic check,61.55,1581.95,25.701868399675064
9052-VKDUW,0,Female,1,1,0,65,1,1,Fiber optic,Yes,Yes,1,0,1,1,Month-to-month,1,Credit card (automatic),109.4,7227.45,66.0644424131627
9053-EJUNL,0,Male,0,0,0,41,1,1,Fiber optic,No,Yes,0,0,1,0,Month-to-month,1,Electronic check,89.2,3645.75,40.871636771300444
9053-JZFKV,1,Male,0,0,0,67,1,1,Fiber optic,Yes,Yes,1,1,1,1,Two year,0,Credit card (automatic),116.2,7752.3,66.71514629948365
9054-FOWNV,0,Male,0,1,1,22,1,1,Fiber optic,No,No,1,0,1,0,Month-to-month,1,Electronic check,88.75,1885.15,21.241126760563382
9055-MOJJJ,0,Female,0,1,1,64,1,0,DSL,Yes,No,0,1,1,0,One year,0,Mailed check,65.8,4068.0,61.82370820668693
9057-MSWCO,1,Male,1,1,0,27,0,0,DSL,Yes,No,0,0,0,0,Month-to-month,0,Credit card (automatic),30.75,805.1,26.182113821138213
9057-SIHCH,1,Female,0,0,0,3,1,1,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Electronic check,96.6,291.9,3.0217391304347827
9058-CBREO,1,Female,1,0,0,1,1,1,DSL,No,No,0,0,0,0,Month-to-month,0,Mailed check,50.55,50.55,1.0
9058-HRZSV,0,Female,1,1,0,65,1,0,Fiber optic,Yes,Yes,1,0,0,1,Month-to-month,0,Electronic check,94.4,6126.15,64.89565677966101
9058-MJLZC,0,Female,0,0,0,24,1,0,Fiber optic,Yes,No,0,0,1,1,Month-to-month,1,Electronic check,94.6,2283.15,24.134778012684993
9060-HJJRW,0,Female,0,0,0,51,0,0,DSL,No,Yes,1,0,1,1,One year,1,Credit card (automatic),56.4,2928.5,51.92375886524823
9061-TIHDA,1,Male,1,1,0,13,1,1,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Electronic check,95.25,1233.65,12.951706036745408
9063-ZGTUY,1,Female,0,1,1,61,1,0,No,No,No,0,0,0,0,Month-to-month,1,Mailed check,19.4,1182.55,60.95618556701031
9065-ZCPQX,0,Male,0,1,0,72,1,1,DSL,Yes,Yes,1,1,0,1,Two year,0,Bank transfer (automatic),78.85,5763.15,73.09004438807862
9066-QRSDU,0,Female,0,1,0,69,1,1,No,No,No,0,0,0,0,One year,1,Electronic check,26.3,1763.55,67.0551330798479
9067-SQTNS,0,Male,0,1,1,44,1,0,No,No,No,0,0,0,0,One year,0,Bank transfer (automatic),20.6,926.0,44.95145631067961
9067-YGSCA,0,Female,0,0,0,70,1,1,No,No,No,0,0,0,0,One year,0,Credit card (automatic),26.05,1856.4,71.26295585412669
9068-FHQHD,0,Female,0,1,1,40,1,0,No,No,No,0,0,0,0,Two year,0,Bank transfer (automatic),20.15,777.35,38.57816377171216
9068-VPWQQ,0,Male,0,1,0,61,1,1,DSL,Yes,No,1,1,0,1,Two year,0,Credit card (automatic),75.35,4729.3,62.764432647644334
9069-LGEUL,0,Male,0,1,0,23,1,0,DSL,Yes,No,0,0,0,1,Month-to-month,1,Bank transfer (automatic),59.95,1406.0,23.452877397831525
9070-BCKQP,0,Female,0,1,0,72,1,1,Fiber optic,Yes,No,1,1,1,1,Two year,1,Credit card (automatic),110.15,7881.2,71.54970494779845
9073-ZZIAY,0,Male,0,1,1,62,1,0,DSL,Yes,Yes,1,1,1,1,Two year,0,Electronic check,86.1,5215.25,60.57200929152149
9074-KGVOX,0,Male,0,1,1,50,0,0,DSL,Yes,No,0,0,1,0,Month-to-month,1,Credit card (automatic),39.45,2021.35,51.2382762991128
9076-AXYIK,0,Male,1,1,0,64,1,1,Fiber optic,No,No,1,1,1,1,Two year,0,Electronic check,102.1,6538.45,64.03966699314398
9078-GDRPJ,0,Female,0,1,1,63,1,1,Fiber optic,Yes,Yes,1,0,1,0,Month-to-month,1,Electronic check,100.55,6215.35,61.813525609149686
9079-LWTFD,0,Male,0,0,0,47,1,1,Fiber optic,Yes,Yes,0,1,1,0,Month-to-month,0,Mailed check,100.75,4669.2,46.34441687344913
9079-YEXQJ,1,Female,0,0,0,54,1,1,Fiber optic,No,Yes,1,1,1,1,Month-to-month,0,Electronic check,111.1,6014.85,54.139063906390646
9081-WWXKP,0,Female,0,1,1,47,1,0,No,No,No,0,0,0,0,Two year,0,Credit card (automatic),20.25,873.4,43.13086419753086
9084-OAYKL,0,Male,0,0,0,58,1,0,No,No,No,0,0,0,0,Two year,0,Mailed check,20.8,1212.25,58.28125
9086-YJYXS,0,Male,0,1,1,34,1,1,DSL,No,No,1,0,1,1,One year,0,Bank transfer (automatic),77.2,2753.8,35.67098445595855
9087-EYCPR,0,Female,0,0,0,60,1,1,No,No,No,0,0,0,0,Two year,0,Mailed check,25.0,1505.05,60.202
9089-UOWJG,0,Female,0,1,1,12,1,0,DSL,No,No,1,0,1,0,Month-to-month,1,Credit card (automatic),58.35,740.55,12.691516709511568
9090-SGQXL,1,Male,1,1,0,68,1,1,Fiber optic,No,Yes,1,0,1,1,Month-to-month,1,Electronic check,105.3,7299.65,69.32241215574548
9091-WTUUY,0,Male,0,1,1,64,1,0,DSL,Yes,No,1,1,1,0,Two year,0,Mailed check,69.25,4447.75,64.2274368231047
9092-GDZKO,0,Male,0,0,0,22,1,1,No,No,No,0,0,0,0,Month-to-month,1,Credit card (automatic),24.85,493.4,19.855130784708248
9093-FPDLG,0,Female,0,0,0,11,1,0,Fiber optic,No,Yes,1,1,0,1,Month-to-month,1,Electronic check,94.2,999.9,10.614649681528661
9094-AZPHK,0,Female,0,0,0,15,1,1,Fiber optic,No,Yes,0,0,1,1,Month-to-month,1,Electronic check,100.15,1415.0,14.128806789815277
9095-HFAFX,1,Female,0,0,0,5,1,0,Fiber optic,No,No,0,0,1,0,Month-to-month,1,Credit card (automatic),81.0,389.6,4.809876543209877
9097-ZUBYC,0,Male,0,1,0,14,1,0,DSL,No,No,0,1,0,0,Month-to-month,0,Bank transfer (automatic),48.8,664.4,13.614754098360656
9099-FTUHS,0,Female,0,0,0,23,1,1,DSL,Yes,No,0,0,0,0,Month-to-month,0,Electronic check,54.4,1249.25,22.964154411764707
9101-BWFSS,1,Female,0,1,0,50,1,1,Fiber optic,Yes,Yes,0,1,1,1,One year,0,Electronic check,108.55,5610.7,51.687701520036846
9101-NTIXF,0,Male,0,0,0,2,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,19.4,50.6,2.6082474226804124
9102-IAYHT,1,Female,0,1,1,17,1,1,Fiber optic,No,No,0,0,0,1,Month-to-month,1,Electronic check,85.45,1451.6,16.9877121123464
9102-OXKFY,0,Male,0,0,0,59,1,1,DSL,No,No,1,0,0,0,Two year,0,Credit card (automatic),54.15,3116.15,57.546629732225306
9103-CXVOK,0,Male,0,1,1,1,1,0,No,No,No,0,0,0,0,Month-to-month,0,Electronic check,19.75,19.75,1.0
9103-TCIHJ,1,Female,0,0,0,15,1,1,DSL,Yes,No,0,0,0,0,Month-to-month,1,Mailed check,55.7,899.8,16.15439856373429
9107-UKCKY,0,Male,0,1,0,61,1,1,DSL,No,Yes,1,0,1,1,One year,1,Electronic check,79.8,4914.8,61.5889724310777
9108-EJFJP,0,Female,0,1,0,1,1,0,DSL,Yes,Yes,0,0,0,0,Month-to-month,1,Mailed check,53.55,53.55,1.0
9108-EQPNQ,0,Female,0,1,1,10,1,1,No,No,No,0,0,0,0,Two year,0,Credit card (automatic),26.1,225.55,8.64176245210728
9110-HSGTV,0,Female,0,0,0,69,1,0,DSL,Yes,No,1,1,1,1,Two year,1,Credit card (automatic),82.45,5555.3,67.37780473013947
9112-WSNPU,0,Female,1,0,0,35,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,0,Electronic check,70.55,2419.0,34.28773919206237
9114-AAFQH,0,Female,0,1,0,48,1,0,DSL,No,Yes,1,0,0,1,One year,1,Electronic check,65.65,3094.65,47.13861386138613
9114-DPSIA,0,Male,0,1,1,72,1,1,DSL,Yes,Yes,1,1,0,1,Two year,0,Credit card (automatic),81.0,5750.0,70.98765432098766
9114-VEPUF,0,Male,0,1,0,62,1,1,Fiber optic,Yes,Yes,0,0,0,1,One year,0,Electronic check,96.1,6001.45,62.450052029136316
9115-YQHGA,0,Male,0,0,0,40,1,0,DSL,No,No,0,1,0,0,Month-to-month,1,Electronic check,51.1,2092.9,40.956947162426616
9117-SHLZX,1,Male,0,0,0,1,1,0,DSL,No,No,0,0,0,0,Month-to-month,1,Mailed check,45.7,45.7,1.0
9121-PHQSR,0,Male,1,1,0,16,1,1,Fiber optic,No,No,0,0,1,0,Month-to-month,1,Credit card (automatic),85.05,1391.15,16.35684891240447
9122-UMROB,0,Male,0,0,0,1,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,20.3,20.3,1.0
9124-LHCJQ,1,Female,0,0,0,1,1,1,Fiber optic,No,No,0,0,0,1,Month-to-month,1,Mailed check,85.45,85.45,1.0
9127-FHJBZ,0,Male,0,1,1,72,1,1,Fiber optic,Yes,Yes,1,1,1,1,Two year,1,Electronic check,114.0,8093.15,70.99254385964912
9127-QRZMH,0,Male,0,1,0,44,1,0,DSL,Yes,Yes,0,1,0,0,One year,1,Bank transfer (automatic),59.85,2603.95,43.507936507936506
9128-CPXKI,0,Female,0,0,0,59,1,0,Fiber optic,No,No,1,0,1,1,Two year,0,Electronic check,95.8,5655.45,59.0339248434238
9129-UXERG,0,Female,1,0,0,18,1,1,Fiber optic,No,Yes,0,1,1,1,Month-to-month,1,Credit card (automatic),103.6,1806.35,17.43581081081081
9133-AYJZG,0,Female,0,0,0,23,1,1,Fiber optic,No,Yes,0,0,1,1,Month-to-month,1,Credit card (automatic),98.7,2249.1,22.78723404255319
9134-CEQMF,1,Male,1,1,0,7,1,0,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Electronic check,89.5,676.7,7.5608938547486035
9134-WYRVP,0,Male,0,0,0,51,1,0,Fiber optic,Yes,No,0,0,1,0,One year,0,Mailed check,86.35,4267.15,49.4169079328315
9135-HSWOC,0,Male,0,1,1,64,1,0,No,No,No,0,0,0,0,Two year,1,Bank transfer (automatic),19.7,1274.05,64.6725888324873
9135-MGVPY,0,Male,0,1,0,69,1,0,DSL,Yes,Yes,1,1,1,1,Two year,1,Mailed check,84.7,5878.9,69.40850059031877
9136-ALYBR,1,Male,0,0,0,1,0,0,DSL,No,No,0,0,0,0,Month-to-month,1,Mailed check,24.45,24.45,1.0
9137-NOQKA,0,Male,1,0,0,2,1,0,No,No,No,0,0,0,0,Month-to-month,0,Electronic check,19.2,37.2,1.9375000000000002
9137-UIYPG,0,Female,0,1,1,35,1,0,Fiber optic,Yes,No,1,1,1,1,Month-to-month,1,Electronic check,106.9,3756.45,35.13985032740879
9138-EFSMO,0,Male,0,1,1,26,1,0,Fiber optic,No,No,0,0,0,1,One year,0,Bank transfer (automatic),78.95,2034.25,25.766307789740342
9139-TWBAS,0,Female,0,1,0,26,0,0,DSL,Yes,Yes,1,0,1,0,One year,0,Bank transfer (automatic),47.85,1190.5,24.879832810867292
9139-WQQDY,1,Female,0,1,1,49,1,1,Fiber optic,No,Yes,0,0,1,1,One year,0,Mailed check,100.45,4941.8,49.19661523145844
9140-CZQZZ,0,Female,0,1,0,68,1,0,DSL,Yes,Yes,0,1,1,1,Two year,1,Bank transfer (automatic),79.6,5515.8,69.29396984924624
9142-KZXOP,0,Male,0,0,0,44,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,0,Credit card (automatic),68.85,2958.95,42.976761074800294
9142-XMYJH,0,Female,0,0,0,29,1,0,No,No,No,0,0,0,0,Month-to-month,0,Credit card (automatic),19.35,601.6,31.090439276485785
9143-CANJF,0,Female,0,1,1,24,1,0,DSL,Yes,No,0,1,0,0,Month-to-month,0,Electronic check,55.15,1319.85,23.932003626473254
9146-JRIOX,0,Female,0,1,1,14,1,1,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,25.55,372.45,14.57729941291585
9150-HEPMB,0,Male,0,0,0,56,1,0,DSL,Yes,No,1,0,0,0,One year,0,Mailed check,52.7,3019.7,57.29981024667931
9150-KPBJQ,0,Female,0,0,0,6,1,0,No,No,No,0,0,0,0,Two year,0,Credit card (automatic),19.65,116.85,5.9465648854961835
9152-AMKAK,0,Male,0,0,0,6,1,0,DSL,Yes,No,1,1,1,1,Two year,1,Mailed check,80.25,493.4,6.14828660436137
9153-BTBVV,0,Female,0,1,0,71,1,1,No,No,No,0,0,0,0,Two year,0,Bank transfer (automatic),25.0,1753.0,70.12
9154-QDGTH,0,Male,0,1,1,43,1,1,Fiber optic,No,No,1,1,1,1,One year,1,Credit card (automatic),104.3,4451.85,42.68312559923299
9158-VCTQB,1,Female,0,1,0,41,1,1,Fiber optic,Yes,Yes,1,1,1,1,Month-to-month,1,Bank transfer (automatic),113.6,4594.95,40.44850352112676
9162-MVWXH,0,Male,0,0,0,1,1,0,DSL,No,No,0,0,0,0,Month-to-month,1,Mailed check,45.7,45.7,1.0
9163-GHAYE,0,Female,0,0,0,15,1,0,DSL,No,Yes,0,0,0,0,Month-to-month,0,Electronic check,48.85,736.8,15.082906857727737
9167-APMXZ,0,Female,0,0,0,22,1,1,Fiber optic,No,No,0,0,1,0,Month-to-month,1,Bank transfer (automatic),84.15,1821.95,21.651218062982768
9168-INPSZ,0,Female,1,1,0,44,1,1,Fiber optic,No,No,1,1,1,1,Month-to-month,0,Electronic check,104.15,4495.65,43.16514642342774
9169-BSVIN,0,Male,0,0,0,12,1,1,DSL,No,No,1,0,1,1,Month-to-month,0,Bank transfer (automatic),74.75,827.05,11.064214046822741
9170-ARBTB,0,Female,0,1,1,52,1,0,No,No,No,0,0,0,0,One year,0,Credit card (automatic),19.6,1012.4,51.65306122448979
9170-CCKOU,1,Male,0,1,0,17,1,1,Fiber optic,Yes,Yes,1,0,0,0,Month-to-month,0,Credit card (automatic),90.2,1454.15,16.12139689578714
9170-GYZJC,1,Female,0,1,1,41,1,1,DSL,Yes,Yes,1,1,0,1,Month-to-month,0,Credit card (automatic),79.9,3326.2,41.629536921151434
9172-ANCRX,1,Female,0,0,0,10,1,1,Fiber optic,Yes,No,0,0,1,1,Month-to-month,1,Electronic check,98.7,973.25,9.860688956433638
9172-JITSM,1,Female,0,1,1,26,1,0,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Electronic check,90.8,2361.8,26.011013215859034
9173-IVZVP,0,Female,0,1,1,53,1,0,No,No,No,0,0,0,0,Two year,0,Mailed check,20.9,1146.05,54.834928229665074
9174-FKWZE,1,Female,1,0,0,1,1,0,No,No,No,0,0,0,0,Month-to-month,1,Electronic check,19.45,19.45,1.0
9174-IHETN,0,Female,0,0,1,50,1,0,Fiber optic,No,No,0,0,0,0,Two year,0,Credit card (automatic),70.35,3533.6,50.22885572139304
9178-JHUVJ,0,Male,0,1,1,24,1,1,No,No,No,0,0,0,0,Two year,1,Bank transfer (automatic),24.1,587.4,24.37344398340249
9182-EFTQG,0,Female,0,1,1,41,1,1,DSL,Yes,Yes,1,0,1,0,One year,1,Credit card (automatic),78.35,3211.2,40.98532227185705
9184-GALIL,0,Female,0,1,1,38,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,20.45,781.25,38.20293398533008
9185-TQCVP,1,Male,0,1,0,14,1,1,Fiber optic,No,No,0,0,0,1,Month-to-month,1,Electronic check,85.15,1139.2,13.37874339401057
9189-JWSHV,1,Female,1,1,0,24,1,1,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Electronic check,93.55,2264.05,24.201496525921968
9190-MFJLN,1,Male,1,0,0,19,1,0,Fiber optic,No,No,1,0,1,1,Month-to-month,1,Credit card (automatic),95.9,1777.9,18.53910323253389
9191-MYQKX,1,Female,0,1,0,7,1,0,Fiber optic,No,No,1,0,0,0,Month-to-month,1,Bank transfer (automatic),75.15,496.9,6.612109115103126
9194-GFVOI,0,Female,0,1,0,42,1,1,DSL,Yes,No,1,1,1,1,Two year,0,Credit card (automatic),84.35,3571.6,42.34262003556609
9199-PWQVC,0,Female,0,1,0,63,1,1,DSL,Yes,Yes,0,0,1,1,One year,1,Credit card (automatic),79.7,4786.15,60.052070263488076
